call_failure,complains,charge_amount,seconds_of_use,frequency_of_SMS,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn
4,0,3,2628,34,21,3,1,1,242.76,0
0,0,1,4165,218,12,3,1,1,1040.04,0
0,1,1,1263,3,9,3,1,1,63.12,1
2,0,0,3985,0,11,2,1,1,182.16,0
4,0,0,2068,342,18,2,1,1,1634.4,0
4,0,0,3813,0,29,1,1,1,212.905,0
0,0,0,2008,0,27,1,1,1,113.19,0
5,0,0,3390,15,22,2,1,1,223.38,0
0,0,0,1975,268,12,3,1,1,1152.24,0
7,0,0,8730,127,37,3,1,1,861.72,0
1,0,0,13388,0,38,3,1,1,541.96,0
1,0,0,4130,0,19,3,1,1,168.2,0
0,0,0,5533,0,6,2,1,1,252.9,0
3,0,0,1853,0,11,3,1,2,75.96,0
19,0,1,14755,37,26,3,1,1,746.88,0
0,0,0,2710,466,2,3,1,1,1973.16,0
3,0,0,15100,133,24,2,1,1,1285.83,0
0,0,0,6115,169,20,3,1,1,923.72,0
0,0,0,490,0,5,2,1,2,22.32,0
0,0,0,325,0,2,2,1,2,14.895,0
0,0,0,7123,367,37,2,1,1,1977.39,0
1,0,0,11080,0,41,3,1,1,449.04,0
2,0,0,6333,91,31,2,1,1,697.5,0
17,0,0,570,0,11,2,1,2,27.405,1
15,0,6,10050,0,36,4,1,1,253.375,0
7,0,0,5433,9,18,2,1,1,289.035,1
0,0,0,2455,0,8,3,1,1,98.76,0
3,1,0,2605,0,10,2,1,2,118.71,1
3,0,0,1883,17,25,3,1,2,144.76,1
0,0,0,1283,0,5,3,1,1,52.0,0
0,0,0,6400,0,16,4,1,1,162.225,0
19,0,1,15690,0,74,2,1,1,716.4,0
0,0,1,6580,254,27,2,2,1,1443.96,0
0,0,0,3333,0,22,2,1,1,153.315,0
0,0,0,1280,21,14,3,1,2,136.64,0
0,0,0,2395,158,17,2,1,1,820.8,0
0,0,0,930,176,5,2,2,1,835.11,0
0,0,0,1183,13,62,4,1,1,62.85,0
5,0,0,315,0,1,2,1,2,14.94,0
0,0,0,0,4,0,4,1,2,10.0,0
4,0,0,840,2,7,2,1,1,47.88,0
0,0,0,2840,0,17,3,1,1,115.72,0
0,0,0,1310,11,8,2,1,1,109.26,0
10,0,0,6008,68,36,1,2,1,711.755,0
6,0,0,8548,56,34,4,1,1,357.775,0
2,0,1,2468,14,13,3,1,1,156.2,0
0,0,0,4005,198,4,3,1,1,953.48,0
0,0,0,1103,0,1,2,1,1,50.13,1
8,0,0,4325,13,21,3,1,1,228.0,0
0,0,0,273,15,8,2,1,2,80.19,0
10,0,0,2408,367,28,3,1,1,1566.88,0
10,0,0,4153,9,39,1,1,1,281.765,0
3,0,0,2348,10,37,1,1,1,187.55,0
11,0,1,3730,40,32,3,1,1,312.64,0
4,0,0,2315,293,22,3,1,1,1266.32,0
13,0,2,9070,152,47,3,1,1,975.8,0
7,0,0,13728,8,48,3,1,1,588.04,0
7,0,1,4470,10,29,3,1,1,222.28,0
6,0,0,5873,15,16,3,1,1,298.88,0
9,1,0,2193,16,21,3,1,2,154.04,0
25,0,3,15095,62,36,3,1,1,860.96,0
4,0,1,3050,491,12,3,1,1,2087.24,0
9,0,0,15440,158,34,2,1,1,1414.17,0
3,0,1,6455,194,30,3,1,1,1037.8,0
0,0,0,830,8,15,2,1,2,74.16,0
2,0,0,665,21,12,3,1,2,111.32,0
0,0,0,0,8,0,2,1,2,36.0,1
3,0,0,7463,392,47,2,1,1,2105.73,0
7,0,1,11420,19,51,4,1,1,336.95,0
8,0,1,6673,116,41,2,1,1,825.84,0
23,1,0,910,24,21,2,1,2,151.245,1
21,1,8,10390,9,46,5,2,1,170.805,0
13,0,1,5773,34,28,2,1,1,417.375,0
1,0,0,2795,8,18,3,1,1,144.84,0
9,1,0,2945,17,20,3,1,2,187.6,1
9,0,0,2223,42,35,3,1,2,258.84,1
0,0,0,88,8,6,3,1,2,35.76,1
1,0,0,1623,8,10,3,1,1,98.08,0
3,0,1,6740,22,26,5,1,1,135.615,0
0,1,0,583,17,8,4,1,2,57.35,1
0,0,1,293,12,6,5,1,1,22.515,0
25,0,3,16030,8,84,2,1,1,768.24,0
6,0,3,6920,279,37,2,2,1,1572.3,0
2,0,0,3673,10,32,2,1,1,214.155,0
3,0,0,1620,46,24,3,1,2,250.72,0
6,0,0,2735,183,27,2,1,1,949.14,0
4,0,1,1270,201,15,2,2,1,963.45,0
4,0,0,1523,38,72,4,1,1,134.15,0
11,0,0,655,18,11,2,1,2,111.78,0
0,0,0,780,29,7,4,1,2,92.35,0
10,0,0,1180,27,17,2,1,1,176.22,0
2,0,0,3180,16,27,3,1,1,193.8,0
2,0,0,1650,36,18,2,1,1,237.6,0
16,0,1,6348,93,46,2,2,1,710.685,0
12,0,0,8888,81,44,4,1,1,429.075,0
8,0,3,2808,39,23,3,1,1,270.28,0
2,0,1,4345,223,14,3,1,1,1067.56,0
3,0,1,1443,8,11,3,1,1,90.64,1
0,0,0,3805,0,9,2,1,1,173.7,0
0,0,0,1888,337,16,2,1,1,1603.44,0
0,0,0,3633,0,27,1,1,1,202.565,0
0,0,0,1828,0,25,1,1,1,102.85,0
1,0,0,3210,10,20,2,1,1,192.42,0
0,0,0,1795,263,10,3,1,1,1124.72,0
3,0,0,8550,122,35,3,1,1,834.2,0
0,0,0,13208,0,36,3,1,1,534.44,0
0,0,0,3950,0,17,3,1,1,160.68,0
0,0,0,5353,0,4,2,1,1,244.44,0
0,0,0,1673,0,9,3,1,2,68.44,0
15,0,1,14575,32,24,2,1,1,809.28,0
0,0,0,2530,461,7,3,1,1,1945.64,0
0,0,0,14920,128,22,2,1,1,1254.87,0
0,0,0,5935,164,18,3,1,1,896.2,0
0,0,0,6943,362,35,2,1,1,1946.43,0
0,0,0,10900,0,39,3,1,1,441.52,0
0,0,0,6153,86,29,2,1,1,666.54,0
13,1,0,390,0,9,2,1,2,18.945,1
11,0,6,9870,0,34,4,2,1,248.675,0
3,0,0,5253,4,16,2,1,1,258.075,1
0,0,0,2275,0,6,3,1,1,91.24,0
0,1,0,2425,0,8,2,1,2,110.25,1
0,1,0,1703,12,23,3,1,2,117.24,1
0,0,0,6220,0,14,4,1,1,157.525,0
15,0,1,15510,0,72,2,1,1,707.94,0
0,0,1,6400,249,25,2,2,1,1413.0,0
0,0,0,3153,0,20,2,1,1,144.855,0
0,0,0,1100,16,12,3,1,2,109.12,0
0,0,0,2215,153,15,2,1,1,789.84,0
0,0,0,750,171,3,2,2,1,804.15,0
0,0,0,1003,8,60,4,1,1,45.65,0
0,0,0,660,0,5,2,1,1,30.42,0
0,0,0,2660,0,15,3,1,1,108.2,0
0,0,0,1130,6,6,2,1,1,78.3,0
6,0,0,5828,63,34,1,2,1,673.915,0
2,0,0,8368,51,32,4,1,1,340.575,0
0,0,1,2288,9,11,3,1,1,128.68,0
0,0,0,3825,193,2,2,1,1,1041.705,0
5,0,0,4245,9,20,2,1,1,234.81,0
0,0,0,193,11,7,2,1,2,58.5,0
7,0,0,2328,363,27,2,1,1,1741.05,0
7,0,0,4073,5,38,1,1,1,255.255,0
0,0,0,2268,6,36,1,1,1,161.04,0
8,0,0,3650,36,31,2,1,1,330.03,0
1,0,0,2235,289,21,3,1,1,1247.04,0
10,0,1,8990,148,46,3,1,1,956.52,0
4,0,0,13648,4,47,3,1,1,568.76,0
4,0,0,4390,6,28,3,1,1,203.0,0
3,0,0,5793,11,15,2,1,1,314.55,0
6,0,0,2113,12,20,3,1,2,134.76,0
22,0,2,15015,58,35,3,1,1,841.68,0
1,0,0,2970,487,11,3,1,1,2067.96,0
6,0,0,15360,154,33,2,1,1,1392.48,0
0,0,0,6375,190,29,3,1,1,1018.52,0
0,0,0,750,4,14,2,1,2,52.47,0
0,0,0,585,17,11,2,1,2,103.545,0
0,0,0,0,4,0,2,1,2,18.0,1
0,0,0,7383,388,46,2,1,1,2084.04,0
4,0,0,11340,15,50,3,1,1,519.84,0
5,0,0,6593,112,40,2,1,1,804.15,0
20,1,0,830,20,20,2,1,2,129.555,1
18,0,7,10310,5,45,4,2,1,272.625,0
10,0,0,5693,30,27,2,1,1,395.685,1
0,0,0,2715,4,17,3,1,1,125.56,0
6,1,0,2865,13,19,2,1,2,189.36,1
6,1,0,2143,38,34,3,1,2,239.56,1
0,0,0,8,4,5,3,1,2,16.48,1
0,0,0,1543,4,9,3,1,1,78.8,0
0,0,0,6660,18,25,4,1,1,213.975,0
0,1,0,503,13,7,4,1,2,45.3,1
0,0,0,213,8,5,5,1,1,15.285,0
22,0,2,15950,4,83,2,1,1,746.55,0
3,0,2,6840,275,36,2,2,1,1550.61,0
0,0,0,3593,6,31,2,1,1,192.465,0
0,0,0,1540,42,23,3,1,2,231.44,0
3,0,0,2655,179,26,2,1,1,927.45,0
1,0,0,1190,197,14,2,2,1,941.76,0
1,0,0,1443,34,71,4,1,1,122.1,0
8,0,0,575,14,10,2,1,2,90.09,0
0,0,0,700,25,6,4,1,2,80.3,0
7,0,0,1100,23,16,2,1,1,154.53,0
0,0,0,3100,12,26,3,1,1,174.52,0
0,0,0,1570,32,17,2,1,1,215.91,0
13,0,0,6268,89,45,1,2,1,842.105,0
9,0,0,8808,77,43,4,1,1,417.025,0
5,0,2,2728,35,22,3,1,1,251.0,0
0,0,0,4265,219,13,3,1,1,1048.28,0
0,1,0,1363,4,10,2,1,1,80.28,1
1,0,0,3885,0,10,2,1,1,177.39,0
3,0,0,1968,341,17,2,1,1,1625.13,0
3,0,0,3713,0,28,1,1,1,207.075,0
0,0,0,1908,0,26,1,1,1,107.36,0
4,0,0,3290,14,21,2,1,1,214.11,0
0,0,0,1875,267,11,3,1,1,1144.0,0
6,0,1,8630,126,36,3,1,1,853.48,0
0,0,0,13288,0,37,3,1,1,537.72,0
0,0,0,4030,0,18,3,1,1,163.96,0
0,0,0,5433,0,5,2,1,1,248.13,0
2,0,0,1753,0,10,3,1,2,71.72,0
18,0,2,14655,36,25,3,1,1,738.64,0
0,0,0,2610,465,1,3,1,1,1964.92,0
2,0,0,15000,132,23,2,1,1,1276.56,0
0,0,0,6015,168,19,3,1,1,915.48,0
0,0,0,7023,366,36,2,1,1,1968.12,0
0,0,0,10980,0,40,3,1,1,444.8,0
1,0,0,6233,90,30,2,1,1,688.23,0
16,0,0,470,0,10,2,1,2,22.635,1
14,0,7,9950,0,35,4,1,1,250.725,0
6,1,0,5333,8,17,2,1,1,279.765,1
0,0,0,2355,0,7,3,1,1,94.52,0
2,1,0,2505,0,9,2,1,2,113.94,1
2,0,0,1783,16,24,3,1,2,136.52,1
0,0,0,6300,0,15,4,1,1,159.575,0
18,0,2,15590,0,73,2,1,1,711.63,0
0,0,2,6480,253,26,2,2,1,1434.69,0
0,0,0,3233,0,21,2,1,1,148.545,0
0,0,0,1180,20,13,3,1,2,128.4,0
0,0,0,2295,157,16,2,1,1,811.53,0
0,0,0,830,175,4,2,2,1,825.84,0
0,0,0,1083,12,61,4,1,1,57.7,0
4,0,0,215,0,3,2,1,2,10.17,0
0,0,0,0,3,0,4,1,2,7.5,0
3,0,0,740,1,6,2,1,1,38.61,0
0,0,0,2740,0,16,3,1,1,111.48,0
0,0,0,1210,10,7,2,1,1,99.99,0
9,0,0,5908,67,35,1,2,1,700.425,0
5,0,0,8448,55,33,4,1,1,352.625,0
1,0,2,2368,13,12,3,1,1,147.96,0
0,0,0,3905,197,3,3,1,1,945.24,0
0,0,0,1003,0,4,2,1,1,45.36,1
7,0,1,4665,19,30,2,1,1,298.8,0
0,0,0,613,21,17,2,1,2,122.49,0
9,0,1,2748,373,37,2,1,1,1805.04,0
9,0,1,4493,15,48,1,1,1,333.465,0
2,0,1,2688,16,46,1,1,1,239.25,0
10,0,2,4070,46,41,3,1,1,350.24,0
3,0,1,2655,299,31,3,1,1,1303.92,0
12,0,3,9410,158,56,3,1,1,1013.4,0
6,0,1,14068,14,57,3,1,1,625.64,0
6,0,2,4810,16,38,3,1,1,259.88,0
5,0,1,6213,21,25,2,1,1,378.54,0
8,0,0,2533,22,30,3,1,2,191.64,0
24,0,4,15435,68,45,3,2,1,898.56,0
3,0,2,3390,497,21,3,1,1,2124.84,0
8,0,1,15780,164,43,2,1,1,1456.47,0
2,0,2,6795,200,39,3,1,1,1075.4,0
0,0,0,1170,14,24,2,1,2,116.46,0
1,0,0,1005,27,21,2,1,2,167.535,0
0,1,0,295,14,13,2,1,2,76.455,1
2,0,1,7803,398,56,2,1,1,2148.03,0
6,0,2,11760,25,60,3,1,1,576.72,0
7,0,2,7013,122,50,2,1,1,868.14,0
22,0,0,1250,30,30,2,1,2,193.545,1
20,0,9,10730,15,55,4,1,1,308.175,0
12,0,2,6113,40,37,2,1,1,459.675,0
0,0,1,3135,14,27,3,1,1,182.44,0
8,0,0,3285,23,29,2,1,2,253.35,1
8,1,0,2563,48,44,3,1,2,296.44,1
0,0,0,428,14,15,3,1,2,73.36,1
0,0,1,1963,14,19,3,1,1,135.68,0
2,0,2,7080,28,35,4,1,1,249.525,0
0,0,0,923,23,17,4,1,2,80.85,1
0,0,2,633,18,15,5,1,1,36.615,0
24,0,4,16370,14,93,2,1,1,810.54,0
5,0,4,7260,285,46,2,2,1,1614.6,0
1,0,1,4013,16,41,2,1,1,256.455,0
2,1,0,1960,52,33,3,1,2,288.32,1
5,0,1,3075,189,36,2,1,1,991.44,0
3,0,2,1610,207,24,2,2,1,1005.75,0
3,0,1,1863,44,81,4,1,1,157.65,0
10,0,0,995,24,20,2,1,2,154.08,0
0,0,0,1120,35,16,4,1,2,115.85,0
9,0,1,1520,33,26,2,1,1,218.52,0
1,0,1,3520,22,36,3,1,1,231.4,0
1,0,1,1990,42,27,2,1,1,279.9,0
15,0,2,6688,99,55,1,2,1,920.315,0
11,0,1,9228,87,53,4,1,1,452.575,0
7,0,4,3148,45,32,3,1,1,307.88,0
1,0,2,4685,229,23,3,1,1,1105.16,0
2,1,2,1783,14,20,3,1,1,128.24,1
0,0,0,3465,0,10,2,1,1,158.4,0
1,0,0,1548,331,7,2,1,1,1561.14,0
1,0,0,3293,0,18,1,1,1,183.865,0
0,0,0,1488,0,16,1,1,1,84.15,0
2,0,0,2870,4,11,2,1,1,150.12,0
0,0,0,1455,257,1,3,1,1,1087.12,0
4,0,0,8210,116,26,3,1,1,796.6,0
0,0,0,12868,0,27,3,1,1,520.84,0
0,0,0,3610,0,8,3,1,1,147.08,0
0,0,0,5013,0,13,2,1,1,229.14,0
0,0,0,1333,0,4,3,1,2,54.84,0
16,0,0,14235,26,15,3,1,1,681.76,0
0,0,0,2190,455,5,3,1,1,1908.04,0
0,0,0,14580,122,13,2,1,1,1212.57,0
0,0,0,5595,158,9,3,1,1,858.6,0
0,0,0,6603,356,26,2,1,1,1904.13,0
0,0,0,10560,0,30,3,1,1,427.92,0
0,0,0,5813,80,20,2,1,1,624.24,0
7,0,0,50,0,1,2,1,2,2.34,1
12,0,5,9530,0,25,4,1,1,240.175,0
4,0,0,4913,0,7,2,1,1,224.775,1
0,0,0,1935,0,2,3,1,1,77.64,0
0,0,0,2085,0,9,2,1,2,94.95,1
0,1,0,1363,6,14,3,1,2,79.64,1
0,0,0,5880,0,5,4,1,1,149.025,0
16,0,0,15170,0,63,2,1,1,692.64,0
0,0,0,6060,243,16,2,2,1,1370.7,0
0,0,0,2813,0,11,2,1,1,129.555,0
0,0,0,760,10,3,3,1,2,71.52,0
0,0,0,1875,147,6,2,1,1,747.54,0
0,0,0,1903,165,8,2,2,1,829.035,0
0,0,0,663,2,51,4,1,1,22.15,0
0,0,0,2320,0,6,3,1,1,94.6,0
7,0,0,5488,57,25,1,2,1,622.215,0
3,0,0,8028,45,23,4,1,1,317.075,0
0,0,0,1948,3,2,3,1,1,91.08,0
0,0,0,3485,187,21,3,1,1,888.36,0
3,0,0,4180,30,19,3,1,1,290.04,0
0,0,0,128,32,6,3,1,2,133.32,0
5,0,0,2263,384,26,3,1,1,1628.92,0
5,0,0,4008,26,37,1,1,1,367.07,0
0,0,0,2203,27,35,2,1,1,223.245,0
6,0,1,3585,57,30,3,1,1,374.68,0
0,0,0,2170,310,20,3,1,1,1328.36,0
8,0,2,8925,169,45,3,1,1,1037.84,0
2,0,0,13583,25,46,3,1,1,650.08,0
2,0,1,4325,27,27,3,1,1,284.32,0
1,0,0,5728,32,14,3,1,1,360.92,0
4,0,0,2048,33,19,3,1,2,216.08,0
20,0,3,14950,79,34,3,1,1,923.0,0
0,0,1,2905,508,10,3,1,1,2149.28,0
4,0,0,15295,175,32,2,1,1,1483.965,0
0,0,1,6310,211,28,3,1,1,1099.84,0
0,0,0,685,25,13,2,1,2,143.955,0
0,0,0,520,38,10,3,1,2,173.36,0
0,0,0,0,25,0,2,1,2,112.5,1
0,0,0,7318,409,45,3,1,1,1933.8,0
2,0,1,11275,36,49,4,1,1,375.725,0
3,0,1,6528,133,39,2,1,1,895.635,0
18,0,0,765,41,19,3,1,2,196.48,1
16,0,8,10245,26,44,5,2,1,194.07,0
8,1,1,5628,51,26,2,1,1,487.17,1
0,0,0,2650,25,16,3,1,1,206.88,0
4,1,0,2800,34,18,3,1,2,249.64,1
4,0,0,2078,59,33,3,1,2,320.88,1
0,0,0,0,25,0,3,1,2,100.0,1
0,0,0,1478,25,8,4,1,1,100.075,0
0,0,1,6595,39,24,5,1,1,158.88,0
0,0,0,438,34,6,4,1,2,96.125,1
0,0,1,148,29,4,5,1,1,45.78,0
20,0,3,15885,25,82,2,1,1,838.035,0
1,0,3,6775,296,35,2,2,1,1642.095,0
0,0,0,3528,27,30,3,1,1,252.4,0
0,0,0,1475,63,22,3,1,2,312.76,0
1,0,0,2590,200,25,2,1,1,1018.935,0
0,0,1,1125,218,13,2,2,1,1033.245,0
0,0,0,1378,55,70,4,1,1,172.925,0
6,0,0,510,35,9,3,1,2,161.4,0
0,0,0,635,46,5,4,1,2,131.125,0
5,0,0,1035,44,15,2,1,1,246.015,0
0,0,0,3035,33,25,3,1,1,255.84,0
0,0,0,1505,53,16,2,1,1,307.395,0
11,0,1,6203,110,44,2,2,1,780.48,0
7,0,0,8743,98,42,5,1,1,280.71,0
3,0,3,2663,56,21,3,1,1,332.32,0
0,0,1,4200,240,12,3,1,1,1129.6,0
0,1,1,1298,25,9,3,1,1,152.68,1
3,0,0,3950,0,11,2,1,1,180.405,0
5,0,0,2033,320,18,2,1,1,1533.645,0
5,0,0,3778,0,29,1,1,1,210.76,0
0,0,0,1973,0,27,1,1,1,111.045,0
6,0,0,3355,0,22,2,1,1,154.125,0
0,0,0,1940,246,12,3,1,1,1062.68,0
8,0,0,8695,105,37,3,1,1,772.16,0
2,0,0,13353,0,38,3,1,1,540.4,0
2,0,0,4095,0,19,3,1,1,166.64,0
1,0,0,5498,0,6,2,1,1,251.145,0
4,0,0,1818,0,11,3,1,2,74.4,0
20,0,1,14720,15,26,2,1,1,739.485,0
0,0,0,2675,444,2,3,1,1,1883.6,0
4,0,0,15065,111,24,2,1,1,1185.075,0
0,0,0,6080,147,20,3,1,1,834.16,0
0,0,0,455,0,5,2,1,2,20.565,0
0,0,0,290,0,2,2,1,2,13.14,0
0,0,0,7088,345,37,2,1,1,1876.635,0
2,0,0,11045,0,41,3,1,1,447.48,0
3,0,0,6298,69,31,2,1,1,596.745,0
18,0,0,535,0,11,2,1,2,25.65,1
16,0,6,10015,0,36,4,1,1,252.4,0
8,0,0,5398,0,18,2,1,1,246.78,1
0,0,0,2420,0,8,3,1,1,97.2,0
4,1,0,2570,0,10,2,1,2,116.955,1
4,0,0,1848,0,25,3,1,2,75.2,1
0,0,0,1248,0,3,3,1,1,50.44,0
0,0,0,6365,0,16,4,1,1,161.25,0
20,0,1,15655,0,74,2,1,1,714.645,0
1,0,1,6545,232,27,2,2,1,1343.205,0
0,0,0,3298,0,22,2,1,1,151.56,0
0,0,0,1245,0,14,3,1,2,51.08,0
1,0,0,2360,136,17,2,1,1,720.045,0
0,0,0,895,154,5,2,2,1,734.355,0
0,0,0,1148,0,62,4,1,1,29.375,0
6,0,0,280,0,1,2,1,2,13.185,0
5,0,0,805,0,7,1,1,1,45.375,0
0,0,0,2805,0,17,3,1,1,114.16,0
0,0,0,1275,0,8,2,1,1,58.005,0
11,0,0,5973,46,36,1,2,1,588.61,0
7,0,0,8513,34,34,4,1,1,301.8,0
3,0,1,2433,0,13,3,1,1,98.64,0
0,0,0,3970,176,4,2,1,1,971.91,0
0,1,0,1068,0,1,2,1,1,48.375,1
5,0,0,4255,7,18,2,1,1,225.945,0
0,0,0,0,9,0,2,1,2,40.5,0
7,0,0,2338,361,25,2,1,1,1732.185,0
7,0,0,4083,3,36,1,1,1,244.42,0
0,0,0,2278,4,34,1,1,1,150.205,0
8,0,0,3660,34,29,2,1,1,321.165,0
1,0,0,2245,287,19,3,1,1,1239.16,0
10,0,1,9000,146,44,3,1,1,948.64,0
4,0,0,13658,2,45,3,1,1,560.88,0
4,0,0,4400,4,26,3,1,1,195.12,0
3,0,0,5803,9,13,2,1,1,305.685,0
6,1,0,2123,10,18,3,1,2,126.88,0
22,0,2,15025,56,33,3,1,1,833.8,0
1,0,0,2980,485,9,3,1,1,2060.08,0
6,0,0,15370,152,31,2,1,1,1383.615,0
0,0,0,6385,188,27,3,1,1,1010.64,0
0,0,0,760,2,12,2,1,2,43.605,0
0,0,0,595,15,9,2,1,2,94.68,0
0,0,0,0,2,0,2,1,2,9.0,1
0,0,0,7393,386,44,2,1,1,2075.175,0
4,0,0,11350,13,48,3,1,1,511.96,0
5,0,0,6603,110,38,2,1,1,795.285,0
20,0,0,840,18,18,2,1,2,120.69,1
18,0,7,10320,3,43,4,1,1,267.7,0
10,0,0,5703,28,25,2,1,1,386.82,1
0,0,0,2725,2,15,3,1,1,117.68,0
6,0,0,2875,11,17,2,1,2,180.495,1
6,1,0,2153,36,32,3,1,2,231.68,1
0,0,0,0,2,0,3,1,2,8.0,1
0,0,0,1553,2,7,3,1,1,70.92,0
0,0,0,6670,16,23,4,1,1,209.05,0
0,0,0,513,11,5,4,1,2,40.375,1
0,0,0,0,6,0,5,1,1,9.0,0
22,0,2,15960,2,81,2,1,1,737.685,0
3,0,2,6850,273,34,2,2,1,1541.745,0
0,0,0,3603,4,29,2,1,1,183.6,0
0,0,0,1550,40,21,3,1,2,223.56,0
3,0,0,2665,177,24,2,1,1,918.585,0
1,0,0,1200,195,12,2,2,1,932.895,0
1,0,0,1453,32,69,4,1,1,117.175,0
8,0,0,585,12,8,2,1,2,81.225,0
0,0,0,710,23,4,4,1,2,75.375,0
7,0,0,1110,21,14,2,1,1,145.665,0
0,0,0,3110,10,24,3,1,1,166.64,0
0,0,0,1580,30,15,2,1,1,207.045,0
13,0,0,6277,87,43,1,2,1,831.215,0
9,0,0,8817,75,41,4,1,1,412.075,0
5,0,2,2737,33,20,3,1,1,243.08,0
0,0,0,4275,217,11,3,1,1,1040.4,0
0,1,0,1372,2,8,2,1,1,71.37,1
1,0,0,3875,0,12,2,1,1,177.255,0
3,0,0,1958,343,19,2,1,1,1633.995,0
3,0,0,3703,0,30,2,1,1,169.29,0
0,0,0,1898,0,28,1,1,1,107.195,0
4,0,0,3280,16,23,2,1,1,222.975,0
0,0,0,1865,269,13,3,1,1,1151.88,0
6,0,1,8620,128,38,3,1,1,861.36,0
0,0,0,13278,0,39,3,1,1,537.6,0
0,0,0,4020,0,20,3,1,1,163.84,0
0,0,0,5423,0,7,2,1,1,247.995,0
2,0,0,1743,0,12,3,1,2,71.6,0
18,0,2,14645,38,27,3,1,1,746.52,0
0,0,0,2600,467,3,3,1,1,1972.8,0
2,0,0,14990,134,25,2,1,1,1285.425,0
0,0,0,6005,170,21,3,1,1,923.36,0
0,0,0,380,0,6,2,1,2,17.415,0
0,0,0,215,0,3,2,1,2,9.99,0
0,0,0,7013,368,38,2,1,1,1976.985,0
0,0,0,10970,0,42,3,1,1,444.68,0
1,0,0,6223,92,32,2,1,1,697.095,0
16,1,0,460,0,12,2,1,2,22.5,1
14,0,7,9940,0,37,4,1,1,250.65,0
6,0,0,5323,10,19,2,1,1,288.63,1
0,0,0,2345,0,9,3,1,1,94.4,0
2,1,0,2495,0,11,2,1,2,113.805,1
2,0,0,1773,18,26,3,1,2,144.4,1
0,0,0,1173,0,1,3,1,1,47.64,0
0,0,0,6290,0,17,4,1,1,159.5,0
18,0,2,15580,0,75,2,1,1,711.495,0
0,0,2,6470,255,28,2,2,1,1443.555,0
0,0,0,3223,0,23,2,1,1,148.41,0
0,0,0,1170,22,15,3,1,2,136.28,0
0,0,0,2285,159,18,2,1,1,820.395,0
0,0,0,820,177,6,2,2,1,834.705,0
0,0,0,1073,14,63,4,1,1,62.625,0
4,0,0,205,0,2,2,1,2,10.035,0
0,0,0,0,5,0,4,1,2,12.5,0
3,0,0,730,3,8,2,1,1,47.475,0
0,0,0,2730,0,18,3,1,1,111.36,0
0,0,0,1200,12,9,2,1,1,108.855,0
9,0,0,5897,69,37,1,2,1,711.205,0
5,0,0,8437,57,35,4,1,1,357.525,0
1,0,2,2357,15,14,3,1,1,155.8,0
0,0,0,3895,199,5,3,1,1,953.12,0
0,0,0,992,0,2,2,1,1,45.18,1
1,0,0,4065,0,14,2,1,1,185.58,0
3,0,0,2148,344,21,2,1,1,1646.82,0
3,0,0,3893,0,32,1,1,1,217.085,0
0,0,0,2088,0,30,1,1,1,117.37,0
4,0,0,3470,17,25,2,1,1,235.8,0
0,0,0,2055,270,15,3,1,1,1163.28,0
6,0,0,8810,129,40,3,1,1,872.76,0
0,0,0,13468,0,41,3,1,1,545.0,0
0,0,0,4210,0,22,3,1,1,171.24,0
0,0,0,5613,0,9,2,1,1,256.32,0
2,0,0,1933,0,14,3,1,2,79.0,0
18,0,1,14835,39,29,2,1,1,852.66,0
0,0,0,2790,468,5,3,1,1,1984.2,0
2,0,0,15180,135,27,2,1,1,1298.25,0
0,0,0,6195,171,23,3,1,1,934.76,0
0,0,0,570,0,8,2,1,2,25.74,0
0,0,0,405,0,5,2,1,2,18.315,0
0,0,0,7203,369,40,2,1,1,1989.81,0
0,0,0,11160,0,44,3,1,1,452.08,0
1,0,0,6413,93,34,2,1,1,709.92,0
16,0,0,650,1,14,2,1,2,35.325,1
14,0,6,10130,0,39,4,1,1,255.275,0
6,0,0,5513,11,21,2,1,1,301.455,1
0,0,0,2535,0,11,3,1,1,101.8,0
2,0,0,2685,0,13,2,1,2,122.13,1
2,0,0,1963,19,28,3,1,2,155.8,1
0,0,0,1363,0,3,3,1,1,55.04,0
0,0,0,6480,0,19,4,1,1,164.125,0
18,0,1,15770,0,77,2,1,1,719.82,0
0,0,1,6660,256,30,2,2,1,1456.38,0
0,0,0,3413,0,25,2,1,1,156.735,0
0,0,0,1360,23,17,3,1,2,147.68,0
0,0,0,2475,160,20,2,1,1,833.22,0
0,0,0,1010,178,8,2,2,1,847.53,0
0,0,0,1263,15,65,4,1,1,69.75,0
4,0,0,395,0,4,2,1,2,18.36,0
0,0,0,520,6,2,4,1,2,28.1,0
3,0,0,920,4,10,1,1,1,73.7,0
0,0,0,2920,0,20,3,1,1,118.76,0
0,0,0,1390,13,11,2,1,1,121.68,0
9,0,0,6087,70,39,1,2,1,726.88,0
5,0,0,8627,58,37,4,1,1,364.65,0
1,0,1,2547,16,16,3,1,1,167.2,0
0,0,0,4085,200,7,2,1,1,1085.085,0
0,0,0,1182,0,4,2,1,1,53.505,1
5,0,0,4065,6,16,3,1,1,189.44,0
0,0,0,13,8,3,3,1,2,32.72,0
7,0,0,2148,360,23,3,1,1,1528.32,0
7,0,0,3893,2,34,1,1,1,228.745,0
0,0,0,2088,3,32,2,1,1,110.07,0
8,0,1,3470,33,27,3,1,1,274.08,0
1,0,0,2055,286,17,3,1,1,1227.76,0
