call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_SMS,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,predicted_clv
3,0,39,1,2840,8,15,3,1,1,146.72,0,133.63567791913604
11,0,40,0,2990,17,17,3,1,2,189.48,1,215.65818526827906
11,1,41,0,2268,42,32,4,1,2,162.95,1,146.6425424917069
2,0,41,0,133,8,3,3,1,2,37.64,1,38.026077908540856
3,0,41,1,1668,8,7,4,1,1,62.475,0,64.87134783797413
5,0,38,2,6785,22,23,5,1,1,136.32,0,128.10463296343474
2,0,41,0,628,17,5,4,1,2,58.525,1,43.06870036068126
2,0,41,2,338,12,3,5,1,1,23.22,0,21.725600770178957
27,0,36,4,16075,8,81,2,1,1,770.355,0,777.789322555748
8,0,39,4,6965,279,34,3,2,1,1399.48,0,1429.3875998826024
4,0,41,1,3718,10,29,3,1,1,192.24,0,193.70369662664172
5,0,40,0,1665,46,21,4,1,2,157.875,0,179.87325551661854
8,0,41,1,2780,183,24,2,1,1,951.255,0,884.7920286354683
6,1,32,2,1315,201,12,3,2,1,858.28,1,825.4536486159554
6,0,31,1,1568,38,69,5,1,1,81.195,0,79.38912024957703
13,0,32,0,700,18,8,3,1,2,101.24,0,81.67751363790207
2,0,31,0,825,29,4,4,1,2,93.525,0,75.993237302413
12,0,30,1,1225,27,14,2,1,1,178.335,0,142.7872761654467
4,0,30,1,3225,16,24,3,1,1,195.68,0,179.55669609641512
4,0,23,1,1695,36,15,3,1,1,213.08,0,152.50470645915274
18,0,22,2,6392,93,43,2,2,1,712.755,0,834.989455703726
14,0,20,1,8932,81,41,5,1,1,258.135,0,271.8119569451042
10,0,21,4,2852,39,20,3,1,1,272.12,0,221.81287842107918
4,0,14,2,4390,223,11,3,1,1,1069.44,0,1118.8496822668096
5,1,14,2,1487,8,8,3,1,1,92.48,1,94.23361521959013
14,0,39,1,5080,30,17,3,1,1,326.48,0,304.79170100457026
6,0,40,0,1028,15,4,3,1,2,101.76,0,80.87828116012113
16,0,38,1,3163,367,24,3,1,1,1597.36,0,1606.1610749717236
16,0,39,1,4908,9,35,1,1,1,323.675,0,335.45824541568027
9,0,39,1,3103,10,33,2,1,1,187.74,0,208.4062963336025
17,0,39,2,4485,40,28,3,1,1,343.12,0,349.22926801068616
10,0,39,1,3070,293,18,3,1,1,1296.8,0,1447.8017597629794
19,0,38,3,9825,152,43,3,1,1,1006.28,0,1101.791009360409
13,0,39,1,14483,8,44,3,1,1,618.52,0,610.2082181734222
13,0,39,2,5225,10,25,3,1,1,252.76,0,269.75612093921114
12,0,39,1,6628,15,12,3,1,1,329.36,0,315.6786717151769
15,0,39,0,2948,16,17,3,1,2,184.52,0,208.04314834926546
31,1,39,4,15850,62,32,3,1,1,891.44,0,940.2855044485802
10,0,39,2,3805,491,8,3,1,1,2117.72,0,1825.1849992252776
15,0,38,1,16195,158,30,2,1,1,1448.46,0,1308.752813937389
9,0,38,2,7210,194,26,3,1,1,1068.28,0,1203.7175673334457
6,0,38,0,1585,8,11,2,1,2,108.45,0,79.13990054599036
8,0,39,0,1420,21,8,3,1,2,141.8,0,123.5504117540505
6,0,38,0,710,8,2,2,1,2,68.445,1,50.13200364644857
9,0,38,1,8218,392,43,3,1,1,1902.24,0,1314.4607033233224
13,0,38,2,12175,19,47,4,1,1,356.0,0,371.75628493527364
14,0,38,2,7428,116,37,2,1,1,860.13,0,976.2918179845932
29,1,34,0,1665,24,17,3,1,2,164.92,1,152.16862277658208
27,0,37,9,11145,9,42,5,2,1,182.235,0,172.29452684334078
19,0,37,2,6528,34,24,2,1,1,451.665,0,486.62263470517865
7,0,35,1,3550,8,14,3,1,1,175.32,0,161.69520411683678
15,1,36,0,3700,17,16,3,1,2,218.08,1,285.47534380045283
15,1,37,0,2978,42,31,3,1,2,289.32,1,388.5757807987706
6,0,37,0,843,8,2,3,1,2,66.24,1,56.6457037700689
7,0,37,1,2378,8,6,4,1,1,80.35,0,81.13664250397342
9,0,34,2,7495,22,22,5,1,1,147.045,0,140.5623614541265
6,1,37,0,1338,17,4,4,1,2,76.4,1,67.83897106333488
6,0,37,2,1048,12,2,5,1,1,33.945,0,26.680022936250108
31,1,32,4,16785,8,80,2,1,1,802.53,0,777.7655787260294
12,1,35,4,7675,279,33,3,2,1,1428.08,0,1359.502671163211
8,0,37,1,4428,10,28,3,1,1,220.84,0,224.4314314473668
9,0,36,0,2375,46,20,3,1,2,281.2,0,451.7361575581099
12,0,37,1,3490,183,23,2,1,1,983.43,0,962.4284450589261
10,0,28,2,2025,201,11,3,2,1,886.88,0,869.3187600553498
10,0,27,1,2278,38,68,4,1,1,153.2,0,116.08997354427133
17,0,28,0,1410,18,7,3,1,2,129.84,0,119.57611404152121
6,0,27,0,1535,29,3,4,1,2,111.4,0,110.47547157323714
16,0,26,1,1935,27,13,2,1,1,210.51,0,179.71475842042173
8,0,26,1,3935,16,23,3,1,1,224.28,0,210.705230206116
8,0,19,1,2405,36,14,2,1,1,271.89,0,190.6877231025389
22,0,18,2,7102,93,42,2,2,1,744.93,0,886.1769048021007
18,0,16,1,9642,81,40,5,1,1,268.86,0,271.1365434655454
14,0,17,4,3562,39,19,3,2,1,300.72,0,357.782181099676
8,0,10,2,5100,223,10,3,1,1,1098.04,0,1174.4495041505795
9,0,10,2,2197,8,7,3,1,1,121.08,1,116.4769638514374
2,0,37,0,3660,0,17,2,1,1,167.4,0,159.46288781013078
4,0,36,0,1743,334,24,2,1,1,1583.64,0,1810.9442949418772
4,0,37,0,3488,0,35,1,1,1,194.865,0,200.28241181702262
0,0,37,0,1683,0,33,1,1,1,95.15,0,109.5966009539118
5,0,37,0,3065,7,28,3,1,1,153.44,0,157.62746607967094
0,0,37,0,1650,260,18,3,1,1,1107.12,0,1139.8485998102503
7,0,36,1,8405,119,43,3,1,1,816.6,0,888.9737474349465
1,0,37,0,13063,0,44,3,1,1,528.84,0,528.0923742066894
1,0,37,0,3805,0,25,3,1,1,155.08,0,157.10992118965552
0,0,37,0,5208,0,12,2,1,1,238.14,0,199.36386449675186
3,0,37,0,1528,0,17,3,1,2,62.84,0,57.009061686789
19,0,37,2,14430,29,32,3,1,1,701.76,0,731.2753896774809
0,0,37,0,2385,458,8,3,1,1,1928.04,0,2132.3353302033893
3,0,36,0,14775,125,30,2,1,1,1235.07,0,1364.9390890269233
0,0,36,0,5790,161,26,3,1,1,878.6,0,898.9864754017397
0,0,36,0,165,0,11,2,1,2,7.56,0,26.32339898767121
0,0,36,0,6798,359,43,2,1,1,1926.63,0,2236.473900565327
1,0,36,0,10755,0,47,3,1,1,435.92,0,459.38813213630914
2,0,36,0,6008,83,37,2,1,1,646.74,0,673.787589314139
17,0,32,0,245,0,17,2,1,2,12.645,1,33.5199309411102
15,0,35,7,9725,0,42,4,1,1,245.175,0,249.86168984262102
7,0,35,0,5108,1,24,2,1,1,238.275,1,251.7791072726596
0,0,33,0,2130,0,14,3,1,1,85.64,0,97.01022624096504
3,1,34,0,2280,0,16,2,1,2,103.95,1,92.38531191382188
3,0,35,0,1558,9,31,3,1,2,99.64,1,81.40975154172729
0,0,35,0,958,0,6,3,1,1,38.88,0,66.26186850209609
0,0,32,0,6075,0,22,4,1,1,154.025,0,153.07492013453194
19,0,30,2,15365,0,80,2,1,1,701.64,0,780.6446992623358
0,0,33,2,6255,246,33,2,2,1,1393.2,0,1678.5486363093482
0,0,35,0,3008,0,28,2,1,1,138.555,0,155.8706341036646
0,0,34,0,955,13,20,3,1,2,91.52,0,70.83816287170387
0,0,35,0,2070,150,23,2,1,1,770.04,0,609.033633634247
0,0,26,0,605,168,11,2,2,1,784.35,0,619.1983378051915
0,0,25,0,858,5,68,4,1,1,34.65,0,61.01721374410859
4,0,24,0,515,0,13,2,1,1,24.12,0,73.92935690640444
0,0,24,0,2515,0,23,3,1,1,102.6,0,117.92072296261269
0,0,17,0,985,3,14,2,1,1,58.5,0,82.06921447750489
10,0,16,0,5682,60,42,1,2,1,649.66,0,586.9936745717898
6,0,14,0,8222,48,40,4,1,1,329.55,0,305.1679252876421
2,0,15,2,2142,6,19,3,1,1,111.04,0,117.89681107240581
0,0,8,0,3680,190,10,3,1,1,908.36,0,827.8801739882983
0,0,8,0,777,0,7,3,1,1,31.4,1,64.28352132579803
9,1,38,0,2238,8,17,3,1,2,123.68,0,104.11625179584095
0,0,37,0,875,0,11,2,1,2,40.005,0,38.05533315500633
23,0,33,0,955,16,17,2,1,2,117.09,1,92.22769306891871
21,1,36,8,10435,1,42,5,1,1,159.42,0,130.78691155780527
13,0,36,1,5818,26,24,2,1,1,383.22,1,387.1059619100099
9,1,35,0,2990,9,16,3,1,2,157.24,1,153.75993706216283
9,0,36,0,2268,34,31,3,1,2,228.48,1,269.7797801411871
0,0,36,0,628,9,4,4,1,2,38.375,1,31.59033842215488
25,0,31,3,16075,0,80,2,1,1,734.085,0,767.081741925027
4,1,27,1,1315,193,11,2,2,1,929.295,1,904.7374864622116
0,0,26,0,825,21,3,4,1,2,73.375,0,56.20605119240802
16,0,17,1,6392,85,42,2,2,1,676.485,0,782.3446440547622
12,0,15,0,8932,73,40,4,1,1,410.075,0,370.3766997206177
8,0,16,3,2852,31,19,3,1,1,239.88,0,198.41945254407267
3,0,9,1,1487,0,7,3,1,1,60.24,1,80.50106846021617
21,0,36,8,10435,1,42,5,1,1,159.42,0,169.61161237644887
25,1,31,3,16075,0,80,2,1,1,734.085,0,710.3991346228614
3,1,9,1,1487,0,7,3,1,1,60.24,1,74.16765894177011
3,0,36,0,4065,0,15,2,1,1,185.85,0,172.71414215549157
5,0,35,0,2148,352,22,2,1,1,1683.09,0,1917.4141150958728
5,0,36,0,3893,0,33,1,1,1,217.415,0,223.41404227648832
0,0,36,0,2088,0,31,1,1,1,117.7,0,122.97083279242052
6,0,36,0,3470,25,26,2,1,1,272.07,0,240.23786596343416
0,0,36,0,2055,278,16,3,1,1,1195.52,0,1288.9011580798451
8,0,35,1,8810,137,41,3,1,1,905.0,0,977.6190658246018
2,0,36,0,13468,0,42,3,1,1,545.24,0,538.1388342560475
2,0,36,0,4210,0,23,3,1,1,171.48,0,167.61652953865217
1,0,36,0,5613,0,10,2,1,1,256.59,0,215.23033453753806
4,0,36,0,1933,1,15,3,1,2,83.24,0,72.04633406631481
20,0,36,2,14835,47,30,3,1,1,790.16,0,802.1457623049956
0,0,36,0,2790,476,6,3,1,1,2016.44,0,2112.4501258697564
4,0,35,0,15180,143,28,2,1,1,1334.52,0,1419.5212451239809
0,0,35,0,6195,179,24,3,1,1,967.0,0,1022.8514532072546
0,0,35,0,570,0,9,2,1,2,26.01,0,32.17506725997765
0,0,36,0,405,6,6,2,1,2,45.585,0,36.81660475302676
0,0,35,0,7203,377,41,2,1,1,2026.08,0,2182.037987528976
2,0,35,0,11160,4,45,3,1,1,468.32,0,484.61539594492604
3,0,35,0,6413,101,35,2,1,1,746.19,0,800.962633071717
18,0,31,0,650,9,15,2,1,2,71.595,1,58.805871452243814
16,0,34,7,10130,0,40,4,1,1,255.425,0,257.4595273797422
8,1,34,0,5513,19,22,2,1,1,337.725,1,289.66987642861505
0,0,32,0,2535,0,12,3,1,1,102.04,0,103.38597083585894
4,0,33,0,2685,2,14,2,1,2,131.4,1,105.76844637897403
4,0,34,0,1963,27,29,3,1,2,188.04,1,188.35800810134867
0,0,34,0,1363,0,4,3,1,1,55.28,0,71.11508114927365
0,0,31,0,6480,7,20,4,1,1,181.775,0,178.17339263645638
0,0,34,0,323,2,2,4,1,2,13.1,1,20.541963779444313
20,0,29,2,15770,0,78,2,1,1,720.09,0,778.5539759650216
1,0,32,2,6660,264,31,2,2,1,1492.65,0,1728.4918626118579
0,0,34,0,3413,0,26,2,1,1,157.005,0,165.2147227632916
0,0,33,0,1360,31,18,3,1,2,179.92,0,167.13897091066707
1,0,34,0,2475,168,21,2,1,1,869.49,0,737.8686345987419
0,1,25,0,1010,186,9,2,2,1,883.8,1,758.3257323148313
0,0,24,0,1263,23,66,4,1,1,89.9,0,81.95511171458735
6,0,25,0,395,3,5,2,1,2,32.13,0,35.31879328251868
0,0,24,0,520,14,1,4,1,2,48.1,0,37.04936722370769
5,0,23,0,920,12,11,2,1,1,96.57,0,95.71375738679993
0,0,23,0,2920,1,21,3,1,1,123.0,0,126.69215285192719
0,0,16,0,1390,21,12,2,1,1,157.95,0,112.0764178253765
11,0,15,0,6088,78,40,1,2,1,771.265,0,781.5123802840418
7,0,13,0,8628,66,38,4,1,1,384.825,0,365.7488258534807
3,0,14,2,2548,24,17,3,1,1,199.48,0,157.47950274019885
0,0,7,0,4085,208,8,3,1,1,996.76,0,961.7020671295365
0,1,7,0,1183,0,5,2,1,2,53.82,1,53.196140657756715
6,0,38,0,4125,3,17,2,1,1,202.185,0,195.28276519318825
0,0,39,0,73,5,4,2,1,1,25.875,0,56.208113565994466
8,0,37,0,2208,357,24,2,1,1,1708.425,0,1879.4515634035781
8,0,38,0,3953,0,35,1,1,1,220.88,0,228.71653770308131
1,0,38,0,2148,0,33,1,1,1,121.165,0,127.99441748551924
9,0,38,1,3530,30,28,3,1,1,264.36,0,241.92099755801001
2,0,38,0,2115,283,18,3,1,1,1218.04,0,1315.4496139802225
11,0,37,2,8870,142,43,3,1,1,927.52,0,1041.5421137859628
5,0,38,0,13528,0,44,3,1,1,547.76,0,541.3418731948367
5,0,38,1,4270,0,25,3,1,1,174.0,0,183.70052917154305
4,0,38,0,5673,5,12,2,1,1,281.925,0,249.6008458495779
7,0,38,0,1993,6,17,3,1,1,105.76,0,115.29208275491398
23,0,38,3,14895,52,32,3,1,1,812.68,0,812.7373006376429
2,0,38,1,2850,481,8,3,1,1,2038.96,0,2142.3893404855107
7,0,37,0,15240,148,30,2,1,1,1359.855,0,1421.4735813483214
1,0,37,1,6255,184,26,3,1,1,989.52,0,1100.3666121007716
0,0,37,0,630,0,11,2,1,1,28.845,0,68.36148980554981
0,0,38,0,465,11,8,2,1,1,70.92,0,72.81456819479203
1,0,37,0,7263,382,43,2,1,1,2051.415,0,2111.120774700731
5,0,37,1,11220,9,47,3,1,1,490.84,0,527.6665234329483
6,0,37,1,6473,106,37,2,1,1,771.525,0,840.6296260314399
21,1,33,0,710,14,17,2,1,1,96.93,1,118.56318649515235
19,0,36,8,10190,0,42,4,1,1,257.0,0,249.2291766542969
11,1,36,1,5573,24,24,2,1,1,363.06,1,343.5078142789859
0,0,34,0,2595,0,14,3,1,1,104.56,0,107.36762698132823
7,0,35,0,2745,7,16,3,1,1,139.32,1,135.7123859092177
7,1,36,0,2023,32,31,3,1,1,210.56,1,121.37742904811591
0,0,36,0,1423,0,6,3,1,1,57.8,0,74.1579492840725
1,0,33,1,6540,12,22,4,1,1,195.85,0,193.74131575402717
0,0,36,0,383,7,4,4,1,1,27.175,1,42.5190916297976
0,0,36,1,93,2,2,5,1,1,4.41,0,16.02824152505165
23,0,31,3,15830,0,80,2,1,1,722.925,0,774.4953057354181
4,0,34,3,6720,269,33,2,2,1,1517.985,0,1634.568497651688
0,0,36,0,3473,0,28,2,1,1,159.84,0,171.87106476073984
1,0,35,0,1420,36,20,3,1,1,202.44,0,143.8967758579411
4,0,36,0,2535,173,23,2,1,1,894.825,0,790.0562713387686
2,1,27,1,1070,191,11,2,2,1,909.135,0,864.2674807207466
2,0,26,0,1323,28,68,4,1,1,103.975,0,84.70495169996684
9,0,27,0,455,8,7,2,1,1,57.465,0,82.90845433506084
0,0,26,0,580,19,3,4,1,1,62.175,0,52.98555212540755
8,0,25,0,980,17,13,2,1,1,121.905,0,112.50130142888572
0,0,25,0,2980,6,23,3,1,1,145.52,0,139.72352079803767
0,0,18,0,1450,26,14,2,1,1,183.285,0,125.06786131960125
14,1,17,1,6148,83,42,1,2,1,802.23,0,802.2300000000158
10,0,15,0,8688,71,40,4,1,1,398.9,0,363.7493223963174
6,0,16,3,2608,29,19,3,1,1,222.0,0,179.62354814849152
0,0,9,1,4145,213,10,3,1,1,1019.28,0,1023.1851586203036
1,1,9,1,1243,0,7,3,1,1,50.36,1,67.34025313318455
0,0,34,0,4005,0,13,2,1,1,183.015,0,157.38426312133936
2,0,33,0,2088,347,20,2,1,1,1657.755,0,1938.9624682918138
2,0,34,0,3833,0,31,2,1,1,175.05,0,196.3923717362868
0,0,34,0,2028,0,29,1,1,1,114.235,0,117.71984023770337
3,0,34,0,3410,20,24,2,1,1,246.735,0,212.00204708880486
0,0,34,0,1995,273,14,3,1,1,1173.0,0,1234.4988339841407
5,0,33,0,8750,132,39,3,1,1,882.48,0,909.7036994368248
0,0,34,0,13408,0,40,3,1,1,542.72,0,533.4958212419849
0,0,34,0,4150,0,21,3,1,1,168.96,0,159.14997246581922
0,0,34,0,5553,0,8,2,1,1,253.755,0,203.55862329972356
1,0,34,0,1873,0,13,3,1,2,76.72,0,66.17695807641736
17,0,34,1,14775,42,28,2,1,1,863.595,0,1089.3276792859042
0,0,34,0,2730,471,4,3,1,1,1993.92,0,2117.966233404499
1,0,33,0,15120,138,26,2,1,1,1309.185,0,1405.1187983261148
0,0,33,0,6135,174,22,3,1,1,944.48,0,981.279531350981
0,0,33,0,510,0,7,2,1,2,23.175,0,30.842510666694096
0,0,34,0,345,1,4,2,1,2,20.25,0,28.930873970787353
0,0,33,0,7143,372,39,2,1,1,2000.745,0,2194.944274403039
0,0,33,0,11100,0,43,3,1,1,449.8,0,465.21059285961775
0,0,33,0,6353,96,33,2,1,1,720.855,0,751.9872046111626
15,0,29,0,590,4,13,2,1,2,46.26,1,45.960421292305256
13,0,32,6,10070,0,38,4,1,1,253.85,0,264.312659193372
5,1,32,0,5453,14,20,2,1,1,312.39,1,261.71001905914295
0,0,30,0,2475,0,10,3,1,1,99.52,0,99.51512646460876
1,1,31,0,2625,0,12,2,1,2,119.565,1,108.7563083015236
1,0,32,0,1903,22,27,3,1,2,165.52,1,154.24065308394637
0,0,32,0,1303,0,2,3,1,1,52.76,0,68.17098956565619
0,0,29,0,6420,2,18,4,1,1,167.7,0,167.37125455507578
0,0,32,0,263,0,1,3,1,2,10.56,1,28.75773825447724
17,0,27,1,15710,0,76,2,1,1,717.255,0,777.796581153328
0,0,30,1,6600,259,29,2,2,1,1467.315,0,1759.9182926269802
0,0,32,0,3353,0,24,2,1,1,154.17,0,158.7582849161178
0,0,31,0,1300,26,16,3,1,2,157.4,0,134.66329163406257
0,0,32,0,2415,163,19,2,1,1,844.155,0,686.7604191637338
0,0,23,0,950,181,7,2,2,1,858.465,0,715.2827065470082
0,0,22,0,1203,18,64,4,1,1,75.825,0,75.9032457060371
3,0,23,0,335,0,3,2,1,2,15.795,0,28.82117587434285
0,0,22,0,0,9,0,4,1,2,22.5,0,23.117247919021036
2,0,21,0,860,7,9,2,1,1,71.235,0,80.68577392128587
0,0,21,0,2860,0,19,3,1,1,116.48,0,120.6586476122471
0,0,14,0,1330,16,10,2,1,1,132.615,0,100.232919963791
8,0,13,0,6028,73,38,1,2,1,740.3,0,784.6744836335877
4,0,11,0,8568,61,36,4,1,1,370.75,0,364.5221734070262
0,0,12,1,2488,19,15,3,1,1,176.96,0,136.8526735885833
0,0,5,0,4025,203,6,3,1,1,974.24,0,914.9651061504901
0,1,5,0,1123,0,3,2,1,2,50.985,1,51.72715084029646
4,0,40,0,4145,8,19,2,1,1,225.54,0,205.28336050126234
0,0,41,0,93,10,6,2,1,2,49.23,0,36.64146902015341
6,0,39,0,2228,362,26,2,1,1,1731.78,0,1967.0064065279275
6,0,40,0,3973,4,37,2,1,1,199.575,0,233.90254777521477
0,0,40,0,2168,5,35,1,1,1,149.71,0,144.02471023054952
7,0,40,1,3550,35,30,3,1,1,285.12,0,256.82207861375053
0,0,40,0,2135,288,20,3,1,1,1238.8,0,1393.5998603891646
9,0,39,2,8890,147,45,3,1,1,948.28,0,1081.2330533681538
3,0,40,0,13548,3,46,3,1,1,560.52,0,550.6214883258016
3,0,40,1,4290,5,27,3,1,1,194.76,0,195.3633572456695
2,0,40,0,5693,10,14,2,1,1,305.28,0,260.1750680998718
5,0,40,0,2013,11,19,3,1,2,126.52,0,108.67179168537429
21,0,40,3,14915,57,34,3,1,1,833.44,0,801.0318161291639
0,0,40,1,2870,486,10,3,1,1,2059.72,0,2226.866214910164
5,0,39,0,15260,153,32,2,1,1,1383.21,0,1416.6708296787422
0,0,39,1,6275,189,28,3,1,1,1010.28,0,1151.1664899554405
0,0,39,0,650,3,13,2,1,2,43.2,0,38.54047088930572
0,0,40,0,485,16,10,2,1,2,94.275,0,57.84914571358117
0,0,39,0,0,3,0,2,1,2,13.5,1,25.46018814284667
0,0,39,0,7283,387,45,2,1,1,2074.77,0,2149.6414174413762
3,0,39,1,11240,14,49,3,1,1,511.6,0,550.9712940125364
4,0,39,1,6493,111,39,2,1,1,794.88,0,883.4310766166543
19,0,35,0,730,19,19,2,1,2,120.285,1,87.77245877265199
17,0,38,8,10210,4,44,4,2,1,267.475,0,262.11349406825417
9,0,38,1,5593,29,26,2,1,1,386.415,1,368.3431649615782
0,0,36,0,2615,3,16,3,1,1,117.32,0,114.87397195179379
5,1,37,0,2765,12,18,2,1,2,180.09,1,179.60630239146798
5,0,38,0,2043,37,33,3,1,2,231.32,1,276.0622320175458
0,0,38,0,0,3,0,3,1,2,12.0,1,28.199432040886236
0,0,38,0,1443,3,8,3,1,1,70.56,0,79.80339005945056
0,0,35,1,6560,17,24,4,1,1,208.825,0,204.20093110624805
0,1,38,0,403,12,6,4,1,2,40.15,1,33.16230599294066
0,0,38,1,0,7,0,5,1,1,10.5,0,16.59189504484247
21,0,33,3,15850,3,82,2,1,1,737.28,0,782.3728589867877
2,0,36,3,6740,274,35,2,2,1,1541.34,0,1689.636377543614
0,0,38,0,3493,5,30,2,1,1,183.195,0,188.29661828453388
0,0,37,0,1440,41,22,3,1,2,223.2,0,251.32023380324273
2,0,38,0,2555,178,25,2,1,1,918.18,0,836.9794121453407
0,0,29,1,1090,196,13,2,2,1,932.49,0,822.6998421528734
0,0,28,0,1343,33,70,4,1,1,116.95,0,94.27282307042331
7,0,29,0,475,13,9,2,1,2,80.82,0,55.391903412177236
0,0,28,0,600,24,5,4,1,2,75.15,0,55.403158519340714
6,0,27,0,1000,22,15,2,1,1,145.26,0,119.33114107672269
0,0,27,0,3000,11,25,3,1,1,166.28,0,152.61237130721975
0,0,20,0,1470,31,16,2,1,1,206.64,0,138.02193346139146
12,0,19,1,6168,88,44,1,2,1,830.775,0,858.1404965019334
8,0,17,0,8708,76,42,4,1,1,411.875,0,376.31965440195626
4,0,18,3,2628,34,21,3,1,1,242.76,0,191.56748186986712
0,0,11,1,4165,218,12,3,1,1,1040.04,0,1074.1988475056378
0,1,11,1,1263,3,9,3,1,1,63.12,1,70.34077369650095
2,0,32,0,3985,0,11,2,1,1,182.16,0,158.75229576613046
4,0,31,0,2068,342,18,2,1,1,1634.4,0,1846.9054846763177
4,0,32,0,3813,0,29,1,1,1,212.905,0,211.5952287629688
0,0,32,0,2008,0,27,1,1,1,113.19,0,114.21911806153274
5,0,32,0,3390,15,22,2,1,1,223.38,0,199.97333440421684
0,0,32,0,1975,268,12,3,1,1,1152.24,0,1184.0852319786047
7,0,31,0,8730,127,37,3,1,1,861.72,0,875.3247939138803
1,0,32,0,13388,0,38,3,1,1,541.96,0,533.0713130075775
1,0,32,0,4130,0,19,3,1,1,168.2,0,156.9842318469568
0,0,32,0,5533,0,6,2,1,1,252.9,0,197.98192619831585
3,0,32,0,1853,0,11,3,1,2,75.96,0,66.35286197825434
19,0,32,1,14755,37,26,3,1,1,746.88,0,795.444826811246
0,0,32,0,2710,466,2,3,1,1,1973.16,0,2117.7319267795074
3,0,31,0,15100,133,24,2,1,1,1285.83,0,1405.506046164758
0,0,31,0,6115,169,20,3,1,1,923.72,0,942.4019086433557
0,0,31,0,490,0,5,2,1,2,22.32,0,30.18170326615856
0,0,32,0,325,0,2,2,1,2,14.895,0,27.184692427137563
0,0,31,0,7123,367,37,2,1,1,1977.39,0,2200.1058042308664
1,0,31,0,11080,0,41,3,1,1,449.04,0,461.87206723992745
2,0,31,0,6333,91,31,2,1,1,697.5,0,714.0354946885839
17,0,27,0,570,0,11,2,1,2,27.405,1,40.31436238242743
15,0,30,6,10050,0,36,4,1,1,253.375,0,268.38737944258753
7,0,30,0,5433,9,18,2,1,1,289.035,1,277.2715321593371
0,0,28,0,2455,0,8,3,1,1,98.76,0,96.61188206341328
3,1,29,0,2605,0,10,2,1,2,118.71,1,111.06571999724045
3,0,30,0,1883,17,25,3,1,2,144.76,1,126.88263151950832
0,0,30,0,1283,0,5,3,1,1,52.0,0,70.72354782242127
0,0,27,0,6400,0,16,4,1,1,162.225,0,163.42200228815838
19,0,25,1,15690,0,74,2,1,1,716.4,0,777.550509225519
0,0,28,1,6580,254,27,2,2,1,1443.96,0,1751.0455167004066
0,0,30,0,3333,0,22,2,1,1,153.315,0,153.81560929659935
0,0,29,0,1280,21,14,3,1,2,136.64,0,110.29381503417542
0,0,30,0,2395,158,17,2,1,1,820.8,0,642.7580206182523
0,0,21,0,930,176,5,2,2,1,835.11,0,683.0478768661696
0,0,20,0,1183,13,62,4,1,1,62.85,0,70.74697731964817
5,0,21,0,315,0,1,2,1,2,14.94,0,29.246444073575127
0,0,20,0,0,4,0,4,1,2,10.0,0,18.876301083480914
4,0,19,0,840,2,7,2,1,1,47.88,0,75.81039834203526
0,0,19,0,2840,0,17,3,1,1,115.72,0,117.30499164291051
0,0,12,0,1310,11,8,2,1,1,109.26,0,90.35810820365708
10,0,11,0,6008,68,36,1,2,1,711.755,0,725.9069391831192
6,0,9,0,8548,56,34,4,1,1,357.775,0,351.24884378993886
2,0,10,1,2468,14,13,3,1,1,156.2,0,128.15814427244766
0,0,3,0,4005,198,4,3,1,1,953.48,0,872.37522234406
0,0,3,0,1103,0,1,2,1,1,50.13,1,65.66849908236266
8,0,42,0,4325,13,21,3,1,1,228.0,0,207.245587630065
0,0,43,0,273,15,8,2,1,2,80.19,0,49.4553480590039
10,0,41,0,2408,367,28,3,1,1,1566.88,0,1568.2560969448182
10,0,42,0,4153,9,39,1,1,1,281.765,0,282.08683401892813
3,0,42,0,2348,10,37,1,1,1,187.55,0,167.00698380906067
11,0,42,1,3730,40,32,3,1,1,312.64,0,290.05217597438974
4,0,42,0,2315,293,22,3,1,1,1266.32,0,1383.3187844840877
13,0,41,2,9070,152,47,3,1,1,975.8,0,1079.7705755388301
7,0,42,0,13728,8,48,3,1,1,588.04,0,566.8147453135191
7,0,42,1,4470,10,29,3,1,1,222.28,0,225.89280274184475
6,0,42,0,5873,15,16,3,1,1,298.88,0,261.2027911558401
9,1,42,0,2193,16,21,3,1,2,154.04,0,129.8738973954271
25,0,42,3,15095,62,36,3,1,1,860.96,0,835.5401990463155
4,0,42,1,3050,491,12,3,1,1,2087.24,0,2026.4468489339297
9,0,41,0,15440,158,34,2,1,1,1414.17,0,1392.5222670459366
3,0,41,1,6455,194,30,3,1,1,1037.8,0,1183.4591815571753
0,0,41,0,830,8,15,2,1,2,74.16,0,51.77941752523565
2,0,42,0,665,21,12,3,1,2,111.32,0,82.99313313910558
0,0,41,0,0,8,0,2,1,2,36.0,1,31.118086716781903
3,0,41,0,7463,392,47,2,1,1,2105.73,0,1939.4418088338912
7,0,41,1,11420,19,51,4,1,1,336.95,0,335.5940205580887
8,0,41,1,6673,116,41,2,1,1,825.84,0,942.3878257467725
23,1,37,0,910,24,21,2,1,2,151.245,1,124.15186068208074
21,1,40,8,10390,9,46,5,2,1,170.805,0,174.9372840496311
13,0,40,1,5773,34,28,2,1,1,417.375,0,425.6499786734654
1,0,38,0,2795,8,18,3,1,1,144.84,0,131.62806816535488
9,1,39,0,2945,17,20,3,1,2,187.6,1,190.60331387608875
